,"""address""","""bathrooms""","""country""","""distance""","""district""","""exterior""","""externalReference""","""floor""","""has360""","""has3DTour""","""hasLift""","""hasPlan""","""hasVideo""","""isParkingSpaceIncludedInPrice""","""latitude""","""longitude""","""municipality""","""neighborhood""","""newDevelopment""","""numPhotos""","""operation""","""price""","""priceByArea""","""propertyCode""","""propertyType""","""province""","""rooms""","""showAddress""","""size""","""status""","""thumbnail""","""title""","""typology""","""url""",":""address""","""newDevelopmentFinished""","""isSmokingAllowed""","""tenantGender""","""tenantNumber""","""parkingSpacePrice""","""hiddenResults""","""itemsPerPage""","""lowerRangePosition""","""numPaginations""","""paginable""","""summary""","""total""","""totalPages"""
382,"""CalledelDocedeOctubre""",2,"""es""","""2375""","""Retiro""",false,,"""2""",false,false,true,false,false,,40.4172941,-3.6751986,"""Madrid""","""Ibiza""",false,21,"""rent""",1975.0,18.0,"""88030766""","""flat""","""Madrid""",4,false,110.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/35/bb/41/736865387.jpg""","""PisoenCalledelDocedeOctubre""",,"""https://www.idealista.com/inmueble/88030766/""",,,,,,,,,,,,,,
383,"""CalledelCardenalSiliceo",1,"""es""","""4180""","""Chamartin""",true,,"""3""",false,false,true,false,false,,40.4453172,-3.671217,"""Madrid""","""Prosperidad""",false,19,"""rent""",900.0,15.0,"""88030748""","""flat""","""Madrid""",1,true,60.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/71/04/73/736864626.jpg""","""PisoenCalledelCardenalSiliceo",,"""https://www.idealista.com/inmueble/88030748/""",,,,,,,,,,,,,,
385,"""CalleFerrerdelRio""",2,"""es""","""3278""","""Salamanca""",true,,"""4""",false,false,true,false,false,,40.4345366,-3.6724018,"""Madrid""","""Guindalera""",false,26,"""rent""",2000.0,14.0,"""88030718""","""penthouse""","""Madrid""",3,false,140.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/48/1a/7d/736863922.jpg""","""AticoenCalleFerrerdelRio""","""flat""","""https://www.idealista.com/inmueble/88030718/""",,,,,,,,,,,,,,
387,"""PaseodelPrado""",4,"""es""","""1019""","""Centro""",true,,"""5""",false,false,true,true,false,,40.4107563,-3.6940787,"""Madrid""","""Huertas-Cortes""",false,22,"""rent""",3850.0,15.0,"""88030702""","""flat""","""Madrid""",4,false,250.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/13/d7/3f/736863766.jpg""","""PisoenPaseodelPrado""",,"""https://www.idealista.com/inmueble/88030702/""",,,,,,,,,,,,,,
388,"""CalleFerraz""",2,"""es""","""1910""","""Moncloa""",true,"""0A-FRAN-253""","""4""",false,false,true,false,false,false,40.4301689,-3.717263,"""Madrid""","""Arg\u00fcelles""",false,2,"""rent""",1800.0,11.0,"""88030710""","""flat""","""Madrid""",3,false,170.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8e/32/1a/736863582.jpg""","""PisoenCalleFerraz""",,"""https://www.idealista.com/inmueble/88030710/""",,,,,,100.0,,,,,,,,
389,"""barrioRecoletos""",2,"""es""","""1788""","""Salamanca""",true,"""02703""","""ss""",false,false,false,true,true,,40.427767,-3.687912,"""Madrid""","""Recoletos""",false,26,"""rent""",2250.0,25.0,"""88030672""","""flat""","""Madrid""",2,false,90.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/34/87/9c/736863013.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/88030672/""",,,,,,,,,,,,,,
390,"""CalledeFernandezdelaHoz""",2,"""es""","""2244""","""Chamberi""",true,"""01.3""","""6""",false,false,true,true,true,false,40.4361324,-3.6960546,"""Madrid""","""Almagro""",false,27,"""rent""",2200.0,12.0,"""88030694""","""duplex""","""Madrid""",2,false,186.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5e/96/af/736863300.jpg""","""D\u00faplexenCalledeFernandezdelaHoz""","""flat""","""https://www.idealista.com/inmueble/88030694/""",,,,,,150.0,,,,,,,,
391,"""CalledeAlcala""",2,"""es""","""1829""","""Salamanca""",true,"""2H-ALCALA-00088997""","""6""",false,false,true,false,false,,40.4214419,-3.6825493,"""Madrid""","""Recoletos""",false,27,"""rent""",2300.0,29.0,"""88030695""","""penthouse""","""Madrid""",2,false,80.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fb/51/4f/736863148.jpg""","""AticoenCalledeAlcala""","""flat""","""https://www.idealista.com/inmueble/88030695/""",,,,,,,,,,,,,,
392,"""CalledelPrado",2,"""es""","""485""","""Centro""",true,,"""4""",false,false,true,true,false,,40.415039,-3.697944,"""Madrid""","""Huertas-Cortes""",false,28,"""rent""",1690.0,15.0,"""88030690""","""flat""","""Madrid""",2,true,110.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/70/9b/71/736863171.jpg""","""PisoenCalledelPrado",,"""https://www.idealista.com/inmueble/88030690/""",,,,,,,,,,,,,,
393,"""CalleArciprestedeHita""",2,"""es""","""2390""","""Chamberi""",true,"""0A-FRAN-274""","""4""",false,false,true,false,false,,40.4350713,-3.7179218,"""Madrid""","""Gaztambide""",false,5,"""rent""",1800.0,16.0,"""88030689""","""flat""","""Madrid""",3,false,110.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/72/f1/0f/736863024.jpg""","""PisoenCalleArciprestedeHita""",,"""https://www.idealista.com/inmueble/88030689/""",,,,,,,,,,,,,,
394,"""CalledelaPrincesa""",3,"""es""","""2494""","""Moncloa""",true,"""A-FRAN-225""","""4""",false,true,true,true,true,,40.4353223,-3.7196906,"""Madrid""","""Arg\u00fcelles""",false,10,"""rent""",2500.0,14.0,"""88030681""","""flat""","""Madrid""",3,false,182.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a7/8c/87/736862779.jpg""","""PisoenCalledelaPrincesa""",,"""https://www.idealista.com/inmueble/88030681/""",,,,,,,,,,,,,,
395,"""barrioGoya""",1,"""es""","""3124""","""Salamanca""",false,"""02680""","""2""",false,false,true,false,true,,40.428251,-3.6695947,"""Madrid""","""Goya""",false,20,"""rent""",1400.0,23.0,"""87081598""","""flat""","""Madrid""",2,false,60.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/28/d4/24/710811928.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/87081598/""",,,,,,,,,,,,,,
396,"""Callejaenar""",4,"""es""","""6206""","""Hortaleza""",false,"""3395-01214""",,false,false,,false,false,,40.455794,-3.6509102,"""Madrid""","""CondeOrgaz-Piovera""",false,29,"""rent""",3400.0,13.0,"""40147059""","""chalet""","""Madrid""",4,false,258.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e6/95/e2/273410134.jpg""","""ChaletpareadoenCallejaenar""","""chalet""","""https://www.idealista.com/inmueble/40147059/""",,,,,,,,,,,,,,
397,"""barrioNuevosMinisterios-RiosRosas""",1,"""es""","""2902""","""Chamberi""",false,"""0A-FRAN-271""","""2""",false,false,true,false,false,,40.4424974,-3.697994,"""Madrid""","""NuevosMinisterios-RiosRosas""",false,4,"""rent""",1100.0,22.0,"""88030654""","""flat""","""Madrid""",1,false,50.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d9/c2/38/736862593.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/88030654/""",,,,,,,,,,,,,,
398,"""barrioAlmagro""",3,"""es""","""2623""","""Chamberi""",true,"""03199""","""2""",false,false,true,true,true,false,40.4395095,-3.695303,"""Madrid""","""Almagro""",false,27,"""rent""",3500.0,13.0,"""88030536""","""flat""","""Madrid""",4,false,268.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/51/06/b9/736861917.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/88030536/""",,,,,,180.0,,,,,,,,
399,"""CalledeHospitalde\u00d3rbigo""",2,"""es""","""11028""","""Fuencarral""",true,,"""5""",false,false,true,false,false,,40.51292,-3.67158,"""Madrid""","""LasTablas""",false,20,"""rent""",1500.0,17.0,"""88030651""","""penthouse""","""Madrid""",2,false,90.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/af/9d/fd/736862580.jpg""","""AticoenCalledeHospitalde\u00d3rbigo""","""flat""","""https://www.idealista.com/inmueble/88030651/""",,,,,,,,,,,,,,
400,"""CalledelPrincipedeVergara""",2,"""es""","""3276""","""Chamartin""",false,"""2H-PV-INT-00878900""","""3""",false,false,true,false,false,,40.4387932,-3.6776399,"""Madrid""","""ElViso""",false,24,"""rent""",2200.0,19.0,"""88030650""","""flat""","""Madrid""",2,false,113.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2d/52/57/736862491.jpg""","""PisoenCalledelPrincipedeVergara""",,"""https://www.idealista.com/inmueble/88030650/""",,,,,,,,,,,,,,
401,"""CalledelasRosasdeAravaca""",2,"""es""","""7776""","""Moncloa""",true,"""0A-FRAN-270""","""3""",false,false,true,false,false,true,40.4472519,-3.7858975,"""Madrid""","""Aravaca""",false,1,"""rent""",1400.0,13.0,"""88030648""","""flat""","""Madrid""",3,false,110.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2c/24/8f/736862272.jpg""","""PisoenCalledelasRosasdeAravaca""",,"""https://www.idealista.com/inmueble/88030648/""",,,,,,,,,,,,,,
402,"""CalledeGalileo""",1,"""es""","""2077""","""Chamberi""",true,"""M-72-00023""","""3""",false,false,true,true,false,,40.4346095,-3.7102261,"""Madrid""","""Arapiles""",false,34,"""rent""",1800.0,22.0,"""88030633""","""flat""","""Madrid""",3,false,83.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/54/56/6b/736862211.jpg""","""PisoenCalledeGalileo""",,"""https://www.idealista.com/inmueble/88030633/""",,,,,,,,,,,,,,
403,"""CalledeAlbertoAguilera""",1,"""es""","""1812""","""Chamberi""",true,"""0A-FRAN-269""","""3""",false,false,true,false,false,,40.4292487,-3.7169138,"""Madrid""","""Gaztambide""",false,1,"""rent""",1050.0,21.0,"""88030612""","""flat""","""Madrid""",1,false,50.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cd/6c/34/736861781.jpg""","""PisoenCalledeAlbertoAguilera""",,"""https://www.idealista.com/inmueble/88030612/""",,,,,,,false,50,150,0,true,"""Alquilar""",12984,260
404,,3,"""es""","""22820""","""LasMatas-Penascales""",false,"""02.alquilerrozas""",,false,false,,true,false,true,40.5551735,-3.9024205,"""LasRozasdeMadrid""","""LasMatas-Penascales""",false,61,"""rent""",1700.0,7.0,"""88030608""","""chalet""","""Madrid""",4,true,240.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/20/ae/1f/736862430.jpg""","""ChaletpareadoenAvenidadelosbarrancos","""chalet""","""https://www.idealista.com/inmueble/88030608/""","""Avenidadelosbarrancos",,,,,,,,,,,,,
405,"""CalledeMauricioLegendre""",2,"""es""","""6215""","""Chamartin""",true,,"""2""",false,false,true,false,false,,40.471394,-3.6880595,"""Madrid""","""Castilla""",false,21,"""rent""",2200.0,16.0,"""88030584""","""flat""","""Madrid""",4,false,140.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fd/a1/ca/736860935.jpg""","""PisoenCalledeMauricioLegendre""",,"""https://www.idealista.com/inmueble/88030584/""",,,,,,,,,,,,,,
406,"""CalledeSerrano""",3,"""es""","""2531""","""Salamanca""",true,,"""7""",false,false,true,false,false,true,40.435451,-3.6862933,"""Madrid""","""Castellana""",false,47,"""rent""",6500.0,16.0,"""88030551""","""flat""","""Madrid""",3,false,400.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7b/75/eb/736861177.jpg""","""PisoenCalledeSerrano""",,"""https://www.idealista.com/inmueble/88030551/""",,,,,,,,,,,,,,
407,"""CalleEloyGonzalo""",1,"""es""","""2109""","""Chamberi""",true,"""0A-FRAN-268""","""2""",false,false,true,false,false,,40.4355051,-3.6999496,"""Madrid""","""Trafalgar""",false,1,"""rent""",1100.0,20.0,"""88030550""","""flat""","""Madrid""",1,false,55.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/03/05/64/736860895.jpg""","""PisoenCalleEloyGonzalo""",,"""https://www.idealista.com/inmueble/88030550/""",,,,,,,,,,,,,,
408,"""CalledeDiegodeLeon""",2,"""es""","""2633""","""Salamanca""",true,"""M-46-00207""","""2""",false,false,true,true,false,,40.4338431,-3.6817853,"""Madrid""","""Castellana""",false,19,"""rent""",2500.0,21.0,"""88030531""","""flat""","""Madrid""",2,false,120.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b5/b1/aa/736859737.jpg""","""PisoenCalledeDiegodeLeon""",,"""https://www.idealista.com/inmueble/88030531/""",,,,,,,,,,,,,,
409,"""CalleDonaJuanaIdeCastilla""",3,"""es""","""7009""","""SanBlas""",true,"""CLA-CARMEN-ATICO2""","""3""",false,false,true,false,false,true,40.4491511,-3.6322442,"""Madrid""","""Salvador""",false,63,"""rent""",2900.0,13.0,"""88030491""","""duplex""","""Madrid""",5,false,220.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6a/6f/ce/736862140.jpg""","""D\u00faplexenCalleDonaJuanaIdeCastilla""","""flat""","""https://www.idealista.com/inmueble/88030491/""",,,,,,,,,,,,,,
410,"""CalleVirtudes""",2,"""es""","""2416""","""Chamberi""",true,"""A-FRAN-267""","""3""",false,false,false,false,false,,40.4380829,-3.6981578,"""Madrid""","""Almagro""",false,15,"""rent""",1950.0,16.0,"""88030490""","""penthouse""","""Madrid""",3,false,125.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/94/be/f8/736858778.jpg""","""AticoenCalleVirtudes""","""flat""","""https://www.idealista.com/inmueble/88030490/""",,,,,,,,,,,,,,
411,"""barrioMontecarmelo""",2,"""es""","""9560""","""Fuencarral""",true,"""266MONTECARMELO""","""3""",false,false,true,false,false,true,40.5026872,-3.7033012,"""Madrid""","""Montecarmelo""",false,20,"""rent""",1450.0,12.0,"""88030510""","""flat""","""Madrid""",3,false,119.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9e/e4/3c/736858645.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/88030510/""",,,,,,,,,,,,,,
412,"""barrioSanPascual""",2,"""es""","""5293""","""CiudadLineal""",true,"""03282""","""1""",false,false,true,true,true,true,40.4442657,-3.652263,"""Madrid""","""SanPascual""",false,18,"""rent""",1500.0,17.0,"""88030485""","""flat""","""Madrid""",2,false,90.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/95/ff/51/736857864.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/88030485/""",,,,,,,,,,,,,,
413,"""CalledeJoseAbascal""",3,"""es""","""2338""","""Chamberi""",true,,"""2""",false,false,true,false,false,false,40.4361095,-3.692603,"""Madrid""","""Almagro""",false,37,"""rent""",3500.0,13.0,"""88030508""","""flat""","""Madrid""",4,false,268.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/04/13/8e/736858376.jpg""","""PisoenCalledeJoseAbascal""",,"""https://www.idealista.com/inmueble/88030508/""",,,,,,180.0,,,,,,,,
414,"""CalledeAyala""",2,"""es""","""1695""","""Salamanca""",true,"""M-41-00711""","""4""",false,false,true,true,false,,40.4270666,-3.6885641,"""Madrid""","""Recoletos""",false,49,"""rent""",1700.0,18.0,"""88030502""","""flat""","""Madrid""",2,false,92.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/75/d4/28/736858254.jpg""","""PisoenCalledeAyala""",,"""https://www.idealista.com/inmueble/88030502/""",,,,,,,,,,,,,,
415,"""SanRoque""",1,"""es""","""23087""",,true,"""0528""","""bj""",false,false,true,false,false,true,40.5367626,-3.4805408,"""Ajalvir""",,false,39,"""rent""",790.0,14.0,"""88030503""","""flat""","""Madrid""",1,false,58.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/38/14/2c/731689702.jpg""","""PisoenSanRoque""",,"""https://www.idealista.com/inmueble/88030503/""",,,,,,,,,,,,,,
416,"""PlazaNuestraSenoradelPilar""",2,"""es""","""3230""","""Chamartin""",true,,"""2""",false,false,false,false,false,,40.43799,-3.67728,"""Madrid""","""Prosperidad""",false,10,"""rent""",1600.0,15.0,"""88030500""","""flat""","""Madrid""",3,false,110.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2e/b7/00/736858171.jpg""","""PisoenPlazaNuestraSenoradelPilar""",,"""https://www.idealista.com/inmueble/88030500/""",,,,,,,,,,,,,,
417,"""Avenidadeguadarrama""",2,"""es""","""23483""","""Centro""",true,"""sil-102""","""2""",false,false,false,false,false,true,40.4905195,-3.9632987,"""VillanuevadelPardillo""",,false,9,"""rent""",850.0,11.0,"""81361888""","""duplex""","""Madrid""",2,false,78.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/75/66/a8/575427743.jpg""","""D\u00faplexenAvenidadeguadarrama""","""flat""","""https://www.idealista.com/inmueble/81361888/""",,,,,,,,,,,,,,
418,"""CalledeAugustoFigueroa""",1,"""es""","""885""","""Centro""",true,"""0A-FRAN-260""","""3""",false,false,true,false,false,,40.4235857,-3.6979954,"""Madrid""","""Chueca-Justicia""",false,1,"""rent""",1250.0,21.0,"""88030496""","""flat""","""Madrid""",1,false,60.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d8/44/2e/736857685.jpg""","""PisoenCalledeAugustoFigueroa""",,"""https://www.idealista.com/inmueble/88030496/""",,,,,,,,,,,,,,
419,"""SanAgustindeGuadalix""",1,"""es""","""30220""",,true,"""1256""","""2""",false,false,true,false,false,,40.6803242,-3.6161953,"""SanAgustindeGuadalix""",,false,25,"""rent""",690.0,11.0,"""88030486""","""flat""","""Madrid""",1,false,65.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c5/66/c4/736857804.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/88030486/""",,,,,,,,,,,,,,
420,"""AvenidadeMenendezPelayo""",4,"""es""","""1810""","""Salamanca""",true,,"""3""",false,false,true,true,false,true,40.4201511,-3.6823516,"""Madrid""","""Recoletos""",false,23,"""rent""",3600.0,15.0,"""88030403""","""flat""","""Madrid""",4,false,246.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/38/1b/d6/736857480.jpg""","""PisoenAvenidadeMenendezPelayo""",,"""https://www.idealista.com/inmueble/88030403/""",,,,,,,,,,,,,,
421,"""CalledelPrincipedeVergara""",1,"""es""","""3166""","""Salamanca""",true,"""M-46-00377""","""2""",false,false,true,false,false,,40.4379698,-3.6783703,"""Madrid""","""Castellana""",false,11,"""rent""",1800.0,23.0,"""88030472""","""flat""","""Madrid""",1,false,80.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cc/5d/ff/736857168.jpg""","""PisoenCalledelPrincipedeVergara""",,"""https://www.idealista.com/inmueble/88030472/""",,,,,,,,,,,,,,
422,"""PaseodelaFlorida""",1,"""es""","""1402""","""Moncloa""",false,"""0A-FRAN-256""","""2""",false,false,true,false,false,,40.4193061,-3.7194574,"""Madrid""","""CasadeCampo""",false,4,"""rent""",950.0,24.0,"""88030450""","""flat""","""Madrid""",2,false,40.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4e/ce/42/736856764.jpg""","""PisoenPaseodelaFlorida""",,"""https://www.idealista.com/inmueble/88030450/""",,,,,,,,,,,,,,
423,"""barrioCastellana""",3,"""es""","""2645""","""Salamanca""",true,"""03276""","""8""",false,false,true,true,true,false,40.4324254,-3.6797968,"""Madrid""","""Castellana""",false,22,"""rent""",2300.0,19.0,"""88030426""","""flat""","""Madrid""",4,false,120.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/02/b9/74/736855463.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/88030426/""",,,,,,200.0,,,,,,,,
425,"""CallePuertodeAlmansa""",1,"""es""","""3834""","""PuentedeVallecas""",false,"""PUERTO""","""bj""",false,false,,false,false,,40.391541,-3.6722716,"""Madrid""","""SanDiego""",false,5,"""rent""",550.0,18.0,"""88029562""","""flat""","""Madrid""",1,false,30.0,,"""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4c/aa/77/736833539.jpg""","""PisoenCallePuertodeAlmansa""",,"""https://www.idealista.com/inmueble/88029562/""",,,,,,,,,,,,,,
426,"""CalledeJoseMariadelBoto",1,"""es""","""3198""","""Latina""",false,,"""2""",false,false,true,false,false,,40.4052773,-3.7379195,"""Madrid""","""PuertadelAngel""",false,21,"""rent""",590.0,15.0,"""88029537""","""flat""","""Madrid""",1,true,40.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/42/31/bc/736833264.jpg""","""PisoenCalledeJoseMariadelBoto",,"""https://www.idealista.com/inmueble/88029537/""",,,,,,,,,,,,,,
428,"""CalledeGoya""",1,"""es""","""1653""","""Salamanca""",true,"""con1694""","""5""",false,false,true,false,false,false,40.4271411,-3.689345,"""Madrid""","""Recoletos""",false,4,"""rent""",1150.0,24.0,"""88030419""","""flat""","""Madrid""",1,false,48.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ab/98/0c/736855425.jpg""","""PisoenCalledeGoya""",,"""https://www.idealista.com/inmueble/88030419/""",,,,,,120.0,,,,,,,,
429,"""CalledeFernandoelCatolico""",2,"""es""","""2329""","""Chamberi""",true,"""A-FRAN-273""","""6""",false,true,true,true,true,,40.4342402,-3.7182938,"""Madrid""","""Gaztambide""",false,12,"""rent""",1900.0,17.0,"""88030415""","""flat""","""Madrid""",3,false,110.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e9/b4/cf/736855147.jpg""","""PisoenCalledeFernandoelCatolico""",,"""https://www.idealista.com/inmueble/88030415/""",,,,,,,,,,,,,,
430,"""CalleAlbadeTormes""",1,"""es""","""5592""","""Carabanchel""",true,"""A-FRAN-141""","""3""",false,false,true,false,false,,40.3765469,-3.7430321,"""Madrid""","""PuertaBonita""",false,6,"""rent""",850.0,14.0,"""88030409""","""flat""","""Madrid""",2,false,60.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ce/6e/48/736854674.jpg""","""PisoenCalleAlbadeTormes""",,"""https://www.idealista.com/inmueble/88030409/""",,,,,,,,,,,,,,
431,"""barrioLavapies-Embajadores""",2,"""es""","""637""","""Centro""",true,"""03342""","""1""",false,false,true,true,true,,40.4109887,-3.7026045,"""Madrid""","""Lavapies-Embajadores""",false,21,"""rent""",1800.0,18.0,"""88030366""","""flat""","""Madrid""",2,false,100.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8d/dd/15/736854442.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/88030366/""",,,,,,,,,,,,,,
432,"""GlorietadelGeneralAlvarezdeCastro""",1,"""es""","""2100""","""Chamberi""",false,"""A-FRAN-194""","""3""",false,true,true,true,true,,40.4355096,-3.7009403,"""Madrid""","""Trafalgar""",false,6,"""rent""",1150.0,15.0,"""88030380""","""flat""","""Madrid""",1,false,75.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9b/63/1a/736854487.jpg""","""PisoenGlorietadelGeneralAlvarezdeCastro""",,"""https://www.idealista.com/inmueble/88030380/""",,,,,,,,,,,,,,
433,"""CalledelPrincipedeVergara""",1,"""es""","""4824""","""Chamartin""",false,,"""3""",false,false,true,false,false,,40.4546894,-3.6757183,"""Madrid""","""Bernabeu-Hispanoamerica""",false,10,"""rent""",1150.0,15.0,"""88030370""","""flat""","""Madrid""",3,false,75.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/96/28/a4/736854430.jpg""","""PisoenCalledelPrincipedeVergara""",,"""https://www.idealista.com/inmueble/88030370/""",,,,,,,,,,,,,,
434,"""CalledeHortaleza""",1,"""es""","""883""","""Centro""",true,"""EM-129""","""5""",false,false,true,false,false,,40.4238022,-3.6985677,"""Madrid""","""Chueca-Justicia""",false,16,"""rent""",1200.0,18.0,"""88030358""","""penthouse""","""Madrid""",1,false,65.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1a/8a/9d/736853981.jpg""","""AticoenCalledeHortaleza""","""flat""","""https://www.idealista.com/inmueble/88030358/""",,,,,,,,,,,,,,
435,"""CalledePelayo""",1,"""es""","""993""","""Centro""",false,"""A-FRAN-291""","""en""",false,false,true,false,false,,40.4243847,-3.6972734,"""Madrid""","""Chueca-Justicia""",false,5,"""rent""",1290.0,26.0,"""88030357""","""flat""","""Madrid""",1,false,50.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/84/e1/3a/736853955.jpg""","""PisoenCalledePelayo""",,"""https://www.idealista.com/inmueble/88030357/""",,,,,,,,,,,,,,
436,"""CallePenaNevada",1,"""es""","""8642""","""VilladeVallecas""",true,"""P.Nevada62dm1""","""2""",false,false,true,false,false,,40.3708806,-3.6208039,"""Madrid""","""CascoHistoricodeVallecas""",false,25,"""rent""",670.0,9.0,"""36853345""","""flat""","""Madrid""",2,true,74.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cc/71/b2/205132452.jpg""","""PisoenCallePenaNevada",,"""https://www.idealista.com/inmueble/36853345/""",,,,,,,,,,,,,,
437,"""CalleMenorca""",2,"""es""","""2251""","""Retiro""",true,,"""5""",false,false,true,false,false,,40.4176656,-3.6766843,"""Madrid""","""Ibiza""",false,21,"""rent""",1900.0,25.0,"""88030339""","""flat""","""Madrid""",2,false,75.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1b/ca/ee/736853685.jpg""","""PisoenCalleMenorca""",,"""https://www.idealista.com/inmueble/88030339/""",,,,,,,,,,,,,,
438,"""barrioRecoletos""",2,"""es""","""1990""","""Salamanca""",true,,"""6""",false,false,true,false,false,,40.4276959,-3.6846874,"""Madrid""","""Recoletos""",false,16,"""rent""",2600.0,16.0,"""88030327""","""penthouse""","""Madrid""",3,false,160.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ec/77/34/736853222.jpg""","""Atico""","""flat""","""https://www.idealista.com/inmueble/88030327/""",,,,,,,,,,,,,,
439,"""barrioGoya""",2,"""es""","""2888""","""Salamanca""",true,"""1528idm""","""4""",false,false,true,false,false,,40.4277696,-3.6723847,"""Madrid""","""Goya""",false,15,"""rent""",1450.0,16.0,"""88030299""","""flat""","""Madrid""",2,false,90.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3a/8e/2c/736853225.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/88030299/""",,,,,,,,,,,,,,
