,"""address""","""bathrooms""","""country""","""distance""","""district""","""exterior""","""externalReference""","""floor""","""has360""","""has3DTour""","""hasLift""","""hasPlan""","""hasVideo""","""isParkingSpaceIncludedInPrice""","""latitude""","""longitude""","""municipality""","""neighborhood""","""newDevelopment""","""numPhotos""","""operation""","""price""","""priceByArea""","""propertyCode""","""propertyType""","""province""","""rooms""","""showAddress""","""size""","""status""","""thumbnail""","""title""","""typology""","""url""",":""address""","""newDevelopmentFinished""","""isSmokingAllowed""","""tenantGender""","""tenantNumber""","""parkingSpacePrice""","""hiddenResults""","""itemsPerPage""","""lowerRangePosition""","""numPaginations""","""paginable""","""summary""","""total""","""totalPages"""
2783,"""barrioCiudadUniversitaria""",6,"""es""","""5437""","""Moncloa""",false,"""MIV01708""",,true,true,,true,true,true,40.463651,-3.7212232,"""Madrid""","""CiudadUniversitaria""",false,51,"""sale""",1299000.0,2887.0,"""85806594""","""chalet""","""Madrid""",5,false,450.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4b/90/8e/677700172.jpg""","""Chaletadosado""","""chalet""","""https://www.idealista.com/inmueble/85806594/""",,,,,,,,,,,,,,
2784,"""ElSotodelaMoraleja""",3,"""es""","""12988""","""ElSotodelaMoraleja""",true,"""VP19010""","""bj""",true,true,true,false,true,true,40.5231701,-3.6400884,"""LaMoraleja""",,false,53,"""sale""",1400000.0,6335.0,"""35215840""","""flat""","""Madrid""",3,false,221.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3e/c0/a8/674199077.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/35215840/""",,,,,,,,,,,,,,
2785,"""barrioCondeOrgaz-Piovera""",5,"""es""","""7742""","""Hortaleza""",false,"""V194Q25""",,true,true,,true,true,,40.4540618,-3.6260486,"""Madrid""","""CondeOrgaz-Piovera""",false,55,"""sale""",1390000.0,3861.0,"""86959040""","""chalet""","""Madrid""",5,false,360.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8d/2f/fa/707010560.jpg""","""Chaletadosado""","""chalet""","""https://www.idealista.com/inmueble/86959040/""",,,,,,,,,,,,,,
2786,"""barrioChueca-Justicia""",2,"""es""","""604""","""Centro""",true,"""W-02FFX5""","""4""",true,true,true,true,true,,40.4220641,-3.7021235,"""Madrid""","""Chueca-Justicia""",false,18,"""sale""",830000.0,5253.0,"""84941706""","""flat""","""Madrid""",2,false,158.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/4a/4e/700329722.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/84941706/""",,,,,,,,,,,,,,
2787,"""barrioCondeOrgaz-Piovera""",5,"""es""","""6459""","""Hortaleza""",false,"""V187Q8""",,true,true,,true,true,true,40.4529233,-3.6435857,"""Madrid""","""CondeOrgaz-Piovera""",false,25,"""sale""",3700000.0,3707.0,"""83288181""","""chalet""","""Madrid""",7,false,998.0,"""renew""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5a/10/c7/662927306.jpg""","""Casaindependiente""","""chalet""","""https://www.idealista.com/inmueble/83288181/""",,,,,,,,,,,,,,
2788,"""barrioCondeOrgaz-Piovera""",6,"""es""","""7713""","""Hortaleza""",false,"""V184Q12""",,true,true,,true,true,true,40.4571278,-3.6291761,"""Madrid""","""CondeOrgaz-Piovera""",false,24,"""sale""",1390000.0,2989.0,"""83431497""","""chalet""","""Madrid""",5,false,465.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4f/7e/a8/731234845.jpg""","""Chaletadosado""","""chalet""","""https://www.idealista.com/inmueble/83431497/""",,,,,,,,,,,,,,
2789,"""barrioGoya""",3,"""es""","""2661""","""BarriodeSalamanca""",true,"""e140""","""2""",false,true,true,false,true,,40.4243326,-3.6734518,"""Madrid""","""Goya""",false,24,"""sale""",929000.0,6193.0,"""86348816""","""flat""","""Madrid""",3,false,150.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/72/dd/9c/713246734.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/86348816/""",,,,,,,,,,,,,,
2790,"""CaminoAncho",4,"""es""","""13072""","""LaMoraleja""",false,"""b\u00b4""",,false,true,,true,true,true,40.5099535,-3.6091377,"""LaMoraleja""",,true,111,"""sale""",1010000.0,4335.0,"""87456540""","""chalet""","""Madrid""",4,true,233.0,"""newdevelopment""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d6/97/a8/737083827.jpg""","""ChaletpareadoenCaminoAncho","""chalet""","""https://www.idealista.com/obra-nueva/87456540/""",,true,,,,,,,,,,,,
2792,"""LaMoraleja""",5,"""es""","""13069""","""LaMoraleja""",false,"""AP132717""",,false,true,,true,true,true,40.5129669,-3.6145977,"""LaMoraleja""",,false,69,"""sale""",2300000.0,2706.0,"""83944331""","""chalet""","""Madrid""",6,false,850.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e9/b5/05/629073847.jpg""","""Casaindependiente""","""chalet""","""https://www.idealista.com/inmueble/83944331/""",,,,,,,,,,,,,,
2793,"""AvenidadelosMadronoss/n""",6,"""es""","""6972""","""Hortaleza""",true,"""YM142344""","""bj""",false,true,true,true,true,true,40.456886,-3.6400075,"""Madrid""","""CondeOrgaz-Piovera""",false,44,"""sale""",2800000.0,4136.0,"""87229251""","""flat""","""Madrid""",5,true,677.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ec/99/51/715294537.jpg""","""PisoenAvenidadelosMadronoss/n""",,"""https://www.idealista.com/inmueble/87229251/""",,,,,,,,,,,,,,
2794,"""PaseodeSanFranciscodeSales",3,"""es""","""2897""","""Chamberi""",true,"""BS140624""","""8""",false,true,true,true,false,true,40.4410681,-3.7153887,"""Madrid""","""Vallehermoso""",false,53,"""sale""",855000.0,4971.0,"""86623669""","""penthouse""","""Madrid""",4,true,172.0,"""renew""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/45/b7/af/698285300.jpg""","""AticoenPaseodeSanFranciscodeSales","""flat""","""https://www.idealista.com/inmueble/86623669/""",,,,,,,,,,,,,,
2795,"""CalledeMiguelAngel""",4,"""es""","""2357""","""Chamberi""",true,"""BS144840""","""6""",true,true,true,true,false,true,40.43553,-3.69046,"""Madrid""","""Almagro""",false,59,"""sale""",1835000.0,6263.0,"""87954150""","""flat""","""Madrid""",4,false,293.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/01/50/8e/734991203.jpg""","""PisoenCalledeMiguelAngel""",,"""https://www.idealista.com/inmueble/87954150/""",,,,,,,,,,,,,,
2796,"""CallePUERTODECANENCIA""",4,"""es""","""16080""","""Zonanorte""",true,"""SA143501""","""3""",false,true,true,true,false,true,40.482961,-3.8721841,"""Majadahonda""",,false,45,"""sale""",480000.0,2051.0,"""87813795""","""duplex""","""Madrid""",4,false,234.0,"""renew""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8d/98/54/732521579.jpg""","""D\u00faplexenCallePUERTODECANENCIA""","""flat""","""https://www.idealista.com/inmueble/87813795/""",,,,,,,,,,,,,,
2797,"""AvenidadeMenendezPelayo""",2,"""es""","""2224""","""Retiro""",false,"""jv141802""","""1""",false,true,true,true,true,,40.4167647,-3.6769724,"""Madrid""","""Ibiza""",false,26,"""sale""",650000.0,6311.0,"""87509657""","""flat""","""Madrid""",4,false,103.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e9/97/35/723446260.jpg""","""PisoenAvenidadeMenendezPelayo""",,"""https://www.idealista.com/inmueble/87509657/""",,,,,,,,,,,,,,
2798,"""CalledeDonRamondelaCruz""",2,"""es""","""2442""","""BarriodeSalamanca""",true,"""al132646""","""2""",false,true,true,true,false,,40.4298513,-3.6801411,"""Madrid""","""Lista""",false,30,"""sale""",795000.0,6913.0,"""87179089""","""flat""","""Madrid""",4,false,115.0,"""renew""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0f/54/c0/713776614.jpg""","""PisoenCalledeDonRamondelaCruz""",,"""https://www.idealista.com/inmueble/87179089/""",,,,,,,,,,,,,,
2799,"""CalleBOIXYMORER""",2,"""es""","""2619""","""Chamberi""",true,"""MV141663""","""1""",false,true,true,true,false,,40.4402366,-3.7046292,"""Madrid""","""Vallehermoso""",false,29,"""sale""",610000.0,5083.0,"""86976592""","""flat""","""Madrid""",2,false,120.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a0/f1/d1/707551049.jpg""","""PisoenCalleBOIXYMORER""",,"""https://www.idealista.com/inmueble/86976592/""",,,,,,,,,,,,,,
2800,"""CalledeSodio""",1,"""es""","""3246""","""Arganzuela""",true,,"""4""",false,true,true,true,false,true,40.3891916,-3.6904037,"""Madrid""","""Legazpi""",false,27,"""sale""",295000.0,6277.0,"""86472117""","""flat""","""Madrid""",1,false,47.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/33/81/a5/694525162.jpg""","""PisoenCalledeSodio""",,"""https://www.idealista.com/inmueble/86472117/""",,,,,,,,,,,,,,
2801,"""GENERALASENSIOCABANILLAS""",2,"""es""","""3104""","""Chamberi""",true,"""BS139724""","""10""",true,true,true,true,false,true,40.4438138,-3.7120173,"""Madrid""","""Vallehermoso""",false,57,"""sale""",798000.0,5356.0,"""86456296""","""flat""","""Madrid""",4,false,149.0,"""renew""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/67/88/ab/694165795.jpg""","""PisoenGENERALASENSIOCABANILLAS""",,"""https://www.idealista.com/inmueble/86456296/""",,,,,,,,,,,,,,
2802,"""CalledelPrincipedeVergara""",4,"""es""","""2183""","""BarriodeSalamanca""",true,"""es138110""","""4""",false,true,true,true,false,,40.4278428,-3.6820088,"""Madrid""","""Recoletos""",false,41,"""sale""",2625000.0,7500.0,"""85940984""","""flat""","""Madrid""",6,false,350.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/27/2b/39/679231221.jpg""","""PisoenCalledelPrincipedeVergara""",,"""https://www.idealista.com/inmueble/85940984/""",,,,,,,,,,,,,,
2803,"""AvenidadeBadajoz",2,"""es""","""5197""","""CiudadLineal""",true,"""sm133091""","""4""",true,true,true,true,false,false,40.4422849,-3.6518538,"""Madrid""","""SanPascual""",false,33,"""sale""",450000.0,4500.0,"""84251815""","""flat""","""Madrid""",3,false,100.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/84/73/e1/724532885.jpg""","""PisoenAvenidadeBadajoz",,"""https://www.idealista.com/inmueble/84251815/""",,,,,,30000.0,,,,,,,,
2804,"""CalleMistral""",7,"""es""","""8968""","""ZonaPradodeSomosaguas-LaFinca""",false,"""JG102861""",,false,true,,true,true,true,40.40787,-3.80855,"""PozuelodeAlarcon""","""LaFinca""",false,50,"""sale""",1750000.0,2340.0,"""83578991""","""chalet""","""Madrid""",5,false,748.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/09/a1/12/659348608.jpg""","""ChaletadosadoenCalleMistral""","""chalet""","""https://www.idealista.com/inmueble/83578991/""",,,,,,,,,,,,,,
2805,"""CalleCaceres",2,"""es""","""1783""","""Arganzuela""",true,"""AR127996""","""1""",false,true,true,true,false,,40.4007784,-3.700665,"""Madrid""","""Chopera""",false,33,"""sale""",360000.0,3529.0,"""83460412""","""flat""","""Madrid""",3,false,102.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dc/b8/e3/618437482.jpg""","""PisoenCalleCaceres",,"""https://www.idealista.com/inmueble/83460412/""",,,,,,,,,,,,,,
2806,"""joserizal""",5,"""es""","""7923""","""Hortaleza""",false,"""CM125741""",,false,true,,true,false,true,40.4554847,-3.6247036,"""Madrid""","""CondeOrgaz-Piovera""",false,51,"""sale""",1495000.0,3934.0,"""81442378""","""chalet""","""Madrid""",5,false,380.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a0/c1/f9/576980728.jpg""","""Chaletadosadoenjoserizal""","""chalet""","""https://www.idealista.com/inmueble/81442378/""",,,,,,,,,,,,,,
2807,"""JUCAR""",5,"""es""","""18874""","""ElBosque""",false,"""JI144559""",,false,true,,true,false,true,40.3932567,-3.9240394,"""VillaviciosadeOdon""",,false,41,"""sale""",695000.0,1309.0,"""88142662""","""chalet""","""Madrid""",5,false,531.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a7/75/c3/740270478.jpg""","""CasaindependienteenJUCAR""","""chalet""","""https://www.idealista.com/inmueble/88142662/""",,,,,,,,,,,,,,
2808,"""barrioEstrella""",2,"""es""","""3345""","""Retiro""",true,"""jv142087""","""7""",false,true,true,true,true,,40.4113125,-3.6643744,"""Madrid""","""Estrella""",false,33,"""sale""",598000.0,3497.0,"""87154960""","""flat""","""Madrid""",5,false,171.0,"""renew""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6e/fa/d3/713117799.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/87154960/""",,,,,,,false,50,350,0,true,"""Comprar""",54971,1100
2809,,5,"""es""","""4903""","""Chamartin""",false,"""dg139361""",,false,true,,true,true,true,40.450015,-3.6652825,"""Madrid""","""Prosperidad""",false,53,"""sale""",1750000.0,5469.0,"""86356094""","""chalet""","""Madrid""",5,true,320.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/69/0e/99/690812102.jpg""","""CasaindependienteenCalledeLopezdeHoyos","""chalet""","""https://www.idealista.com/inmueble/86356094/""","""CalledeLopezdeHoyos",,,,,,,,,,,,,
2810,"""barrioCuzco-Castillejos""",3,"""es""","""5546""","""Tetuan""",true,"""HG138760""","""2""",true,true,true,true,false,true,40.4660807,-3.6939326,"""Madrid""","""Cuzco-Castillejos""",false,33,"""sale""",620000.0,3647.0,"""86167948""","""flat""","""Madrid""",5,false,170.0,"""renew""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4e/22/3f/685340759.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/86167948/""",,,,,,,,,,,,,,
2811,"""CalledeSantaHortensia",1,"""es""","""4637""","""Chamartin""",true,"""dg139178""","""13""",false,true,true,true,true,false,40.4451155,-3.6631346,"""Madrid""","""Prosperidad""",false,39,"""sale""",395000.0,4647.0,"""85993695""","""flat""","""Madrid""",2,true,85.0,"""renew""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d2/bc/7f/680442188.jpg""","""PisoenCalledeSantaHortensia",,"""https://www.idealista.com/inmueble/85993695/""",,,,,,55000.0,,,,,,,,
2812,"""Plata""",2,"""es""","""7778""","""Villaverde""",true,"""OL-142172""","""4""",false,true,true,true,false,true,40.3467533,-3.7049114,"""Madrid""","""SanAndres""",false,31,"""sale""",295000.0,1867.0,"""87713208""","""penthouse""","""Madrid""",3,false,158.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/39/bf/13/729185939.jpg""","""AticoenPlata""","""flat""","""https://www.idealista.com/inmueble/87713208/""",,,,,,,,,,,,,,
2813,"""YELTES""",5,"""es""","""18907""","""ElBosque""",false,"""NM142599""",,false,true,,true,false,true,40.39963,-3.92544,"""VillaviciosadeOdon""",,false,38,"""sale""",1200000.0,2697.0,"""87515085""","""chalet""","""Madrid""",5,false,445.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2a/08/8a/723572553.jpg""","""CasaindependienteenYELTES""","""chalet""","""https://www.idealista.com/inmueble/87515085/""",,,,,,,,,,,,,,
2814,"""CalleSalvadordelMundo""",2,"""es""","""5761""","""Carabanchel""",true,"""AB142341""","""3""",false,true,true,true,false,,40.3783715,-3.7490304,"""Madrid""","""VistaAlegre""",false,33,"""sale""",420000.0,2838.0,"""87245890""","""flat""","""Madrid""",3,false,148.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/22/dd/1b/715754790.jpg""","""PisoenCalleSalvadordelMundo""",,"""https://www.idealista.com/inmueble/87245890/""",,,,,,,,,,,,,,
2815,"""CalledeCartagena""",2,"""es""","""3644""","""Chamartin""",true,"""dg127664""","""2""",false,true,true,true,true,,40.4425868,-3.6768323,"""Madrid""","""Prosperidad""",false,45,"""sale""",430000.0,3739.0,"""87104492""","""flat""","""Madrid""",3,false,115.0,"""renew""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/56/fc/71/711582183.jpg""","""PisoenCalledeCartagena""",,"""https://www.idealista.com/inmueble/87104492/""",,,,,,,,,,,,,,
2816,"""CallePadreIndalecioHernandez""",1,"""es""","""3389""","""Chamartin""",true,"""sm130369""","""8""",false,true,true,true,false,false,40.4380255,-3.6746329,"""Madrid""","""Prosperidad""",false,39,"""sale""",439000.0,4262.0,"""86145556""","""flat""","""Madrid""",3,false,103.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/51/05/ed/723580520.jpg""","""PisoenCallePadreIndalecioHernandez""",,"""https://www.idealista.com/inmueble/86145556/""",,,,,,9000.0,,,,,,,,
2817,"""PlazadeEspana",2,"""es""","""1073""","""Moncloa""",true,"""28267B""","""10""",false,true,true,true,false,,40.4227122,-3.7131753,"""Madrid""","""Arg\u00fcelles""",false,31,"""sale""",1170000.0,8182.0,"""85987645""","""flat""","""Madrid""",2,false,143.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/04/ac/680296712.jpg""","""PisoenPlazadeEspana",,"""https://www.idealista.com/inmueble/85987645/""",,,,,,,,,,,,,,
2818,"""PlazaDEESPA\u00d1A""",2,"""es""","""901""","""Moncloa""",true,"""MV132066""","""12""",false,true,true,true,true,,40.4225122,-3.7106753,"""Madrid""","""Arg\u00fcelles""",false,34,"""sale""",1295000.0,7529.0,"""85861081""","""flat""","""Madrid""",2,false,172.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/34/03/23/677249305.jpg""","""PisoenPlazaDEESPA\u00d1A""",,"""https://www.idealista.com/inmueble/85861081/""",,,,,,,,,,,,,,
2819,"""PaseodeNarcea""",4,"""es""","""24163""",,false,"""XV2589""",,false,true,,true,false,true,40.6223029,-3.6106504,"""Ciudalcampo""",,false,42,"""sale""",855000.0,2672.0,"""84102814""","""chalet""","""Madrid""",4,false,320.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fd/7e/43/631869210.jpg""","""CasaindependienteenPaseodeNarcea""","""chalet""","""https://www.idealista.com/inmueble/84102814/""",,,,,,,,,,,,,,
2820,"""CalleNARANJODEBULNES""",3,"""es""","""25122""",,false,"""CDC1457""",,true,true,,true,false,true,40.630955,-3.6088809,"""Ciudalcampo""",,false,42,"""sale""",825000.0,1755.0,"""38754963""","""chalet""","""Madrid""",5,false,470.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e6/a0/2a/247451931.jpg""","""CasaindependienteenCalleNARANJODEBULNES""","""chalet""","""https://www.idealista.com/inmueble/38754963/""",,,,,,,,,,,,,,
2821,"""Castillo-Campodon""",9,"""es""","""15866""","""Castillo-Campodon""",false,"""C50706""",,false,true,,true,false,true,40.3591159,-3.8746619,"""VillaviciosadeOdon""",,false,52,"""sale""",1195000.0,1626.0,"""85352524""","""chalet""","""Madrid""",5,false,735.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/db/46/60/660276854.jpg""","""Casaindependiente""","""chalet""","""https://www.idealista.com/inmueble/85352524/""",,,,,,,,,,,,,,
2822,"""CalleValdecanillas",1,"""es""","""6984""","""SanBlas""",true,"""Valdecanillas32111""","""1""",false,true,true,true,true,,40.4328847,-3.6235215,"""Madrid""","""Simancas""",false,42,"""sale""",189900.0,2713.0,"""86169971""","""flat""","""Madrid""",2,true,70.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/36/5b/4b/740678706.jpg""","""PisoenCalleValdecanillas",,"""https://www.idealista.com/inmueble/86169971/""",,,,,,,,,,,,,,
2823,"""CalledeDiegodeLeon""",2,"""es""","""2806""","""BarriodeSalamanca""",true,"""DS-P22223""","""2""",true,true,true,true,true,,40.4365971,-3.682839,"""Madrid""","""Castellana""",false,53,"""sale""",820000.0,8039.0,"""88003084""","""flat""","""Madrid""",3,false,102.0,,"""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5a/b7/0b/736208320.jpg""","""PisoenCalledeDiegodeLeon""",,"""https://www.idealista.com/inmueble/88003084/""",,,,,,,,,,,,,,
2824,"""barrioSomosaguas""",3,"""es""","""7197""","""Somosaguas""",false,"""VC19925""",,false,true,,true,false,true,40.4303236,-3.7863737,"""PozuelodeAlarcon""","""Somosaguas""",false,50,"""sale""",1450000.0,5800.0,"""83240301""","""chalet""","""Madrid""",4,false,250.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d5/ab/5f/614204715.jpg""","""Casaindependiente""","""chalet""","""https://www.idealista.com/inmueble/83240301/""",,,,,,,,,,,,,,
2825,"""barrioValdemarin""",4,"""es""","""8845""","""Moncloa""",true,"""VP20865""","""1""",false,true,true,true,false,true,40.4653029,-3.7859981,"""Madrid""","""Valdemarin""",false,41,"""sale""",955000.0,5162.0,"""85133578""","""flat""","""Madrid""",4,false,185.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a1/69/26/655249583.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/85133578/""",,,,,,,,,,,,,,
2826,"""barrioBernabeu-Hispanoamerica""",2,"""es""","""4506""","""Chamartin""",true,"""AR144622""","""6""",false,true,true,false,false,true,40.4555448,-3.6880508,"""Madrid""","""Bernabeu-Hispanoamerica""",false,31,"""sale""",719000.0,5661.0,"""87880943""","""flat""","""Madrid""",3,false,127.0,"""renew""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dc/07/15/733746654.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/87880943/""",,,,,,,,,,,,,,
2827,"""barrioCastilla""",3,"""es""","""7076""","""Chamartin""",true,"""MD142145""","""5""",false,true,true,false,false,true,40.4763065,-3.6739481,"""Madrid""","""Castilla""",false,31,"""sale""",690000.0,3750.0,"""87789254""","""flat""","""Madrid""",4,false,184.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bf/39/8e/730961211.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/87789254/""",,,,,,,,,,,,,,
2828,"""PaseoDELACASTELLANA""",3,"""es""","""6088""","""Chamartin""",true,"""AR136806""","""6""",false,true,true,false,false,true,40.4704894,-3.689793,"""Madrid""","""Castilla""",false,24,"""sale""",595000.0,3606.0,"""87329559""","""flat""","""Madrid""",5,false,165.0,"""renew""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9d/a6/cb/717902974.jpg""","""PisoenPaseoDELACASTELLANA""",,"""https://www.idealista.com/inmueble/87329559/""",,,,,,,,,,,,,,
2829,"""Zonanorte""",2,"""es""","""15666""","""Zonanorte""",true,"""JM142683""","""4""",false,true,true,true,false,true,40.47494,-3.87184,"""Majadahonda""",,false,25,"""sale""",375000.0,3750.0,"""87286898""","""flat""","""Madrid""",3,false,100.0,"""renew""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cf/a7/c4/718268180.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/87286898/""",,,,,,,,,,,,,,
2830,"""barrioNinoJes\u00fas""",4,"""es""","""2985""","""Retiro""",true,"""lm141374""","""1""",false,true,true,true,true,true,40.4124041,-3.6684338,"""Madrid""","""NinoJes\u00fas""",false,34,"""sale""",1100000.0,5366.0,"""86829575""","""flat""","""Madrid""",4,false,205.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/03/42/38/704061329.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/86829575/""",,,,,,,,,,,,,,
2831,"""barrioNuevosMinisterios-RiosRosas""",3,"""es""","""2738""","""Chamberi""",true,"""23916P""","""4""",false,true,true,true,false,,40.4403503,-3.6942149,"""Madrid""","""NuevosMinisterios-RiosRosas""",false,55,"""sale""",1500000.0,5376.0,"""85990399""","""flat""","""Madrid""",8,false,279.0,"""renew""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/78/96/20/680351774.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/85990399/""",,,,,,,,,,,,,,
2832,"""barrioAlmagro""",3,"""es""","""1887""","""Chamberi""",true,"""35403M""","""2""",false,true,true,true,true,,40.4308528,-3.690927,"""Madrid""","""Almagro""",false,27,"""sale""",2350000.0,9553.0,"""85989615""","""flat""","""Madrid""",4,false,246.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e1/b0/cf/680335168.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/85989615/""",,,,,,,,,,,,,,
2833,"""barrioCondeOrgaz-Piovera""",5,"""es""","""7807""","""Hortaleza""",false,"""NA122009""",,false,true,,true,false,true,40.4560618,-3.6268486,"""Madrid""","""CondeOrgaz-Piovera""",false,31,"""sale""",1390000.0,3850.0,"""85829936""","""chalet""","""Madrid""",5,false,361.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/78/ce/13/676385695.jpg""","""Chaletadosado""","""chalet""","""https://www.idealista.com/inmueble/85829936/""",,,,,,,,,,,,,,
2834,"""barrioMontealina""",4,"""es""","""12088""","""Urbanizaciones""",false,"""FR137690""",,false,true,,true,true,true,40.4336592,-3.8443182,"""PozuelodeAlarcon""","""Montealina""",false,42,"""sale""",895000.0,2832.0,"""85692643""","""chalet""","""Madrid""",6,false,316.0,"""good""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/79/c9/86/672945095.jpg""","""Casaindependiente""","""chalet""","""https://www.idealista.com/inmueble/85692643/""",,,,,,,,,,,,,,
2835,"""barrioNinoJes\u00fas""",3,"""es""","""2319""","""Retiro""",true,"""re127286""","""7""",false,true,true,true,true,true,40.4104446,-3.6771145,"""Madrid""","""NinoJes\u00fas""",false,32,"""sale""",1395000.0,5936.0,"""85559355""","""flat""","""Madrid""",5,false,235.0,"""renew""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c5/cf/d1/666674010.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/85559355/""",,,,,,,,,,,,,,
2836,"""barrioNinoJes\u00fas""",3,"""es""","""2866""","""Retiro""",true,"""lm137743""","""2""",false,true,true,true,true,true,40.4107231,-3.670316,"""Madrid""","""NinoJes\u00fas""",false,42,"""sale""",1052631.0,5690.0,"""85549533""","""flat""","""Madrid""",4,false,185.0,"""renew""","""https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bf/90/71/666027442.jpg""","""Piso""",,"""https://www.idealista.com/inmueble/85549533/""",,,,,,,,,,,,,,
